host_id,neighbourhood,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
1965001,28,0,2,0,0.0,1,66,5.017279836814924
4298040,80,1,4,0,0.0,1,0,4.836281906951478
3734323,28,1,5,5,0.2,3,0,4.189654742026425
796111,209,0,30,3,0.16,1,83,5.017279836814924
7727013,94,1,3,2,0.16,2,24,5.303304908059076
134808051,51,1,1,5,0.22,1,365,4.394449154672439
135508099,214,0,2,16,0.65,1,0,4.836281906951478
28283044,13,0,4,61,2.53,1,82,4.941642422609304
135511518,206,1,7,0,0.0,1,0,3.784189633918261
132958806,13,1,10,0,0.0,1,0,3.828641396489095
135522817,201,0,1,143,5.91,1,300,5.293304824724492
80603182,28,1,2,2,0.09,1,0,3.713572066704308
3542562,94,1,31,0,0.0,4,78,3.9318256327243257
80292073,182,1,5,10,0.43,2,23,4.110873864173311
35786659,201,1,1,15,0.61,1,0,4.330733340286331
637733,13,1,3,5,0.32,1,0,3.58351893845611
3919533,28,0,2,46,1.92,1,19,5.093750200806762
18225837,130,1,5,18,0.72,1,157,3.9318256327243257
135559842,94,1,2,0,0.0,1,0,3.912023005428146
21187349,60,1,2,30,1.21,1,104,4.330733340286331
1334621,220,0,1,28,1.14,1,13,3.9318256327243257
24806534,80,1,3,1,0.04,1,0,4.875197323201151
74033595,13,1,2,1,0.1,1,0,4.330733340286331
135582685,206,1,2,97,4.14,1,35,4.110873864173311
7969715,64,0,25,19,0.88,1,92,4.836281906951478
2601002,64,0,4,11,0.44,1,0,4.394449154672439
9155010,117,0,5,4,0.32,1,7,4.795790545596741
135630698,51,0,3,23,0.93,1,120,5.017279836814924
1221228,41,1,7,3,0.12,1,0,3.6375861597263857
11495231,91,0,3,0,0.0,1,0,5.525452939131784
77125873,13,0,2,24,1.14,1,10,4.875197323201151
12518898,94,1,14,3,0.12,1,0,4.248495242049359
66215286,64,1,20,0,0.0,1,0,4.330733340286331
80672906,108,1,1,0,0.0,1,0,4.61512051684126
135680128,205,0,2,34,1.42,1,77,4.795790545596741
43604044,212,1,2,0,0.0,1,0,3.713572066704308
6670822,119,0,5,6,0.24,1,45,5.707110264748875
101657794,22,1,1,32,1.29,6,364,4.262679877041316
135703190,204,0,360,0,0.0,1,365,5.707110264748875
76854135,31,0,2,52,2.16,1,9,5.081404364984463
101657794,22,1,2,38,1.53,6,365,4.110873864173311
101657794,22,1,1,22,0.89,6,0,4.262679877041316
125684191,94,1,1,2,0.08,1,0,4.02535169073515
27721159,178,1,1,1,0.04,1,0,4.553876891600541
46454894,159,0,1,2,0.08,1,0,4.663439094112067
27443386,64,1,1,2,0.08,1,0,3.9318256327243257
74541079,51,0,3,32,1.36,9,72,4.477336814478207
21450607,209,0,2,1,0.04,1,0,5.703782474656201
4048704,34,1,3,1,0.04,1,0,4.61512051684126
135732224,77,1,1,0,0.0,1,0,3.80666248977032
39561430,201,1,22,1,0.14,1,0,3.970291913552122
51537620,220,1,2,2,0.08,1,0,4.394449154672439
9530419,13,1,2,3,0.12,1,0,4.02535169073515
74179880,63,0,3,45,1.82,8,356,4.406719247264253
70154608,34,0,5,17,0.88,1,15,5.225746673713202
119108169,13,1,4,1,0.04,1,0,4.110873864173311
127345864,60,1,7,62,2.53,4,30,3.6375861597263857
29243209,41,1,1,6,0.24,2,0,4.262679877041316
7756888,74,1,2,1,0.04,1,0,4.248495242049359
7107479,144,0,2,37,1.5,1,5,5.2574953720277815
34160620,94,1,2,2,0.08,2,0,4.394449154672439
13669059,64,0,4,14,0.58,1,16,5.525452939131784
132826462,206,1,2,1,0.05,1,0,4.262679877041316
22655081,202,1,5,0,0.0,1,0,3.828641396489095
25064774,13,1,14,1,0.04,1,0,3.5263605246161616
9405109,37,0,3,3,0.13,1,19,5.303304908059076
9293730,201,0,30,9,0.38,16,340,4.912654885736052
14398102,214,1,5,1,0.23,1,33,3.912023005428146
9597266,209,0,2,1,0.04,1,0,5.25227342804663
135877454,4,0,4,6,0.48,1,0,4.394449154672439
11370189,158,1,5,0,0.0,2,1,5.420534999272286
22193918,13,1,2,6,0.91,1,52,4.795790545596741
4581860,34,1,2,21,0.96,1,0,4.875197323201151
5399668,117,1,2,17,0.68,1,0,4.330733340286331
13283016,51,0,1,0,0.0,1,0,5.062595033026967
124860677,77,1,2,45,1.87,6,365,4.795790545596741
106948134,169,1,1,12,0.48,2,0,4.290459441148391
22462,13,0,3,80,3.38,1,42,5.017279836814924
31920354,214,1,3,3,0.14,2,269,4.709530201312334
5749658,4,0,30,10,0.41,1,3,4.262679877041316
78325795,94,0,2,143,5.77,3,197,5.19295685089021
135910220,123,1,2,41,1.68,1,154,3.828641396489095
17026738,214,0,8,6,0.25,1,0,4.564348191467836
32691167,206,1,30,0,0.0,1,0,4.795790545596741
14140453,31,0,4,11,0.44,1,2,6.111467339502679
5180117,119,0,2,20,0.97,1,37,4.948759890378168
661399,61,1,3,21,0.91,2,125,4.499809670330265
14805863,123,0,3,7,0.28,1,0,4.48863636973214
50591874,159,1,1,124,5.02,1,24,4.02535169073515
135932425,206,1,1,1,0.04,1,0,3.9318256327243257
5612625,202,1,1,55,2.23,1,0,4.564348191467836
135932422,51,0,2,65,2.67,1,308,4.8283137373023015
79572183,209,0,30,0,0.0,1,264,5.198497031265826
134428157,13,0,3,82,3.3,7,247,5.111987788356544
14404488,85,0,10,0,0.0,1,0,4.634728988229636
10262363,95,1,4,1,0.04,1,0,4.61512051684126
88861099,94,1,2,55,2.24,1,208,4.48863636973214
374115,197,0,2,7,0.29,1,0,5.303304908059076
35064923,61,0,4,86,3.68,1,1,4.852030263919617
35108251,63,0,2,73,2.98,2,171,4.897839799950911
1341922,91,1,1,0,0.0,1,0,3.912023005428146
136058103,202,1,1,4,0.17,1,0,3.58351893845611
127357582,13,1,2,63,2.53,2,102,4.248495242049359
8304751,214,0,7,10,0.43,1,83,5.525452939131784
34585857,51,1,7,5,0.25,1,36,3.58351893845611
16932515,127,0,4,2,0.08,1,178,5.929589143389895
2102686,34,0,2,10,0.41,1,5,4.912654885736052
120762452,137,0,30,1,0.06,50,342,5.170483995038151
120762452,137,0,30,1,0.06,50,365,5.170483995038151
4844197,214,1,3,12,0.51,1,0,4.110873864173311
133573369,201,0,7,0,0.0,1,0,4.836281906951478
39739038,61,1,1,1,0.05,2,177,4.948759890378168
7252535,214,1,2,31,1.26,2,5,4.394449154672439
23985682,31,0,2,6,0.24,1,0,5.081404364984463
61483702,13,1,2,3,0.12,2,0,4.262679877041316
49123284,198,0,6,42,2.13,2,221,4.983606621708336
136098610,209,0,2,54,2.22,1,79,5.420534999272286
23048696,214,1,3,4,0.16,1,0,4.23410650459726
28249503,28,1,3,8,0.32,1,0,4.51085950651685
4516201,94,0,2,12,0.5,1,0,4.634728988229636
136106661,214,2,15,4,0.18,1,83,4.110873864173311
4040993,34,0,3,0,0.0,1,0,5.993961427306569
10457196,166,1,6,12,0.49,11,65,3.912023005428146
134677764,214,1,5,3,0.12,1,0,4.262679877041316
4422523,209,0,30,3,0.17,6,286,5.017279836814924
59906749,201,0,3,6,0.25,1,0,4.787491742782046
47336995,95,2,1,2,0.08,1,0,2.3978952727983707
52295482,80,0,2,14,0.6,1,75,5.929589143389895
35285033,34,0,3,2,0.08,1,0,5.170483995038151
136130770,191,0,24,1,0.07,1,198,4.890349128221754
26920932,86,0,14,1,0.04,1,0,5.303304908059076
120762452,137,0,30,5,0.26,50,344,5.017279836814924
35380551,28,1,2,2,0.08,1,0,3.828641396489095
84803093,110,0,1,16,0.81,1,178,5.017279836814924
13484820,190,1,2,0,0.0,1,0,4.02535169073515
53480097,28,1,3,3,0.23,2,0,4.110873864173311
134871099,169,0,2,52,2.1,1,0,5.525452939131784
127357582,13,1,2,86,3.48,2,81,3.610917912644224
136211138,220,1,1,0,0.0,1,0,4.0943445622221
40086875,51,1,1,0,0.0,1,0,3.688879454113936
48146336,95,0,30,5,0.22,20,333,4.875197323201151
3600282,103,0,3,4,0.18,1,0,4.605170185988092
118816229,213,1,1,85,3.43,1,328,3.9318256327243257
8575784,51,0,2,4,0.16,1,0,5.049856007249537
136229596,4,1,1,8,0.36,1,89,5.117993812416755
136230287,59,1,1,16,0.65,1,0,3.713572066704308
2129777,117,1,3,17,0.7,2,90,4.912654885736052
3130452,13,1,3,0,0.0,1,0,3.713572066704308
6094395,85,0,4,14,0.58,1,8,4.948759890378168
88972126,94,0,1,3,0.12,1,0,4.795790545596741
132104049,13,2,2,1,0.04,3,138,3.6375861597263857
136285608,28,1,10,1,0.15,1,0,3.9318256327243257
136285709,178,1,1,1,0.04,2,0,4.6443908991413725
136285709,178,1,1,1,0.04,2,0,4.836281906951478
69427329,68,0,2,82,3.31,6,230,4.795790545596741
107802009,51,1,3,18,0.75,2,0,4.189654742026425
136288915,164,0,1,272,11.56,1,56,4.382026634673881
24464178,34,0,2,7,0.3,1,0,5.247024072160486
136300414,59,0,1,62,3.01,1,336,5.525452939131784
4830234,201,1,1,51,2.11,1,172,4.61512051684126
50386076,202,0,1,24,0.97,1,0,4.663439094112067
16566001,94,1,2,11,0.45,1,0,3.610917912644224
136352388,74,1,3,0,0.0,1,0,3.828641396489095
10980633,13,1,4,0,0.0,1,0,4.262679877041316
40823628,95,1,3,49,1.98,1,216,4.605170185988092
8292927,214,0,2,70,2.9,2,22,4.564348191467836
73186534,206,1,2,53,2.48,1,242,3.8918202981106265
19705005,41,0,10,6,0.25,1,11,4.844187086458591
42592487,92,1,2,79,3.32,1,43,4.912654885736052
90531014,61,1,2,10,0.42,1,66,4.61512051684126
733034,214,0,2,4,0.16,1,0,4.844187086458591
11670284,201,0,3,10,0.54,2,89,5.017279836814924
136431007,34,1,1,40,1.63,1,43,3.912023005428146
74541079,51,0,3,29,1.26,9,46,4.48863636973214
954113,182,0,2,19,0.78,1,93,4.941642422609304
28626337,34,1,3,2,0.08,1,0,4.189654742026425
83171661,151,1,4,4,0.17,3,0,3.713572066704308
126144914,202,0,10,5,0.21,1,0,5.525452939131784
134184451,22,1,1,2,0.08,18,90,4.543294782270004
76215404,43,0,2,137,5.78,1,2,4.836281906951478
121978270,181,0,4,55,2.48,1,69,4.454347296253507
10440010,41,0,7,7,0.3,1,50,5.351858133476067
90429772,64,1,7,25,1.1,2,42,4.110873864173311
135696084,112,1,1,0,0.0,1,0,4.61512051684126
30237517,79,0,3,9,0.39,6,0,5.631211781821365
30237517,79,1,2,1,0.04,6,0,4.330733340286331
132010409,173,0,3,1,0.08,1,0,4.454347296253507
22218540,4,1,5,0,0.0,1,0,4.605170185988092
17274880,13,1,5,5,0.22,1,0,3.58351893845611
8773518,13,1,5,11,0.47,3,56,4.110873864173311
8451716,214,0,3,9,0.37,1,2,5.420534999272286
9831730,214,0,14,0,0.0,1,0,4.727387818712341
10856865,202,0,3,23,1.1,1,237,5.525452939131784
8232441,13,0,3,16,0.65,2,5,4.110873864173311
136607675,13,1,1,47,1.92,1,21,4.143134726391533
30237517,79,1,2,0,0.0,6,187,4.605170185988092
59282130,64,0,2,22,0.91,1,165,5.525452939131784
5992129,41,0,5,7,0.38,1,14,5.017279836814924
135831798,80,0,3,42,1.91,1,73,5.198497031265826
113805886,201,0,31,7,0.3,33,345,5.583496308781699
30016379,64,0,2,3,0.13,1,0,5.159055299214529
66734502,4,1,2,1,0.04,2,0,4.110873864173311
136638556,94,1,1,29,1.22,1,359,4.454347296253507
5180222,103,0,3,4,0.16,1,0,5.017279836814924
12038925,35,0,2,15,0.63,1,0,5.525452939131784
136646834,206,1,2,19,0.78,1,0,3.367295829986474
3228795,4,1,2,3,0.13,1,0,4.110873864173311
42561290,63,1,1,29,1.17,4,319,3.258096538021482
76785138,7,0,2,61,2.52,1,166,5.54907608489522
25038748,94,1,4,11,0.45,1,0,4.262679877041316
1751498,51,0,5,1,0.04,1,0,4.262679877041316
83171661,151,0,6,0,0.0,3,0,4.663439094112067
74238783,94,1,1,6,0.24,1,0,4.189654742026425
136760080,28,1,90,0,0.0,1,341,3.713572066704308
136774720,189,0,5,0,0.0,1,0,4.454347296253507
486948,64,1,10,6,0.26,1,0,4.290459441148391
63956486,103,2,2,2,0.12,1,0,3.713572066704308
17048787,214,1,3,5,0.36,1,13,4.394449154672439
3595138,202,0,2,7,0.31,1,0,5.442417710521793
114574,94,0,1,4,0.17,2,0,4.787491742782046
136812761,13,0,1,107,4.4,3,80,5.966146739123692
63954950,92,0,2,4,0.16,1,0,5.198497031265826
136818122,91,1,3,3,0.12,1,0,3.713572066704308
8286555,202,0,5,0,0.0,1,83,5.707110264748875
56920,202,1,3,23,1.02,2,4,4.912654885736052
49924298,144,0,3,1,0.04,1,0,4.941642422609304
3372118,206,2,1,21,0.86,1,188,3.9318256327243257
36572516,202,1,1,17,0.69,1,0,4.007333185232471
45103075,94,1,3,0,0.0,1,0,3.6635616461296463
112799848,95,1,1,83,3.36,3,157,4.605170185988092
112799848,95,1,1,73,2.96,3,342,4.605170185988092
5751765,61,1,2,93,3.9,2,323,4.418840607796598
42283996,163,0,10,0,0.0,1,0,4.189654742026425
133785513,13,1,1,130,5.25,4,69,4.189654742026425
125514343,178,0,2,5,0.55,1,30,5.420534999272286
23755490,85,1,30,0,0.0,1,0,4.330733340286331
3538684,13,0,28,37,1.56,1,70,4.795790545596741
136982841,61,1,1,4,0.18,1,179,5.111987788356544
16866,64,1,2,9,0.37,2,0,5.010635294096256
61851470,52,1,4,0,0.0,1,0,3.970291913552122
136995504,163,0,3,17,0.73,1,262,5.517452896464707
127925141,28,1,2,2,0.08,1,0,3.80666248977032
804812,7,0,1,48,1.96,1,330,5.017279836814924
14120985,13,1,2,27,1.12,2,40,4.499809670330265
79912031,137,0,5,0,0.0,1,0,5.860786223465865
117673528,79,1,1,127,5.37,1,296,6.803505257608338
47988208,137,0,2,15,0.65,1,5,5.62040086571715
12647740,19,0,20,11,0.46,1,32,5.303304908059076
18327839,159,0,2,5,0.22,1,0,4.7535901911063645
17285102,28,1,3,2,0.08,1,84,4.61512051684126
137114793,90,0,30,61,2.6,1,205,4.5217885770490405
137068370,202,0,2,33,1.36,1,250,5.303304908059076
4279384,74,1,3,1,0.04,2,0,3.688879454113936
7958923,13,0,1,6,0.58,2,213,5.62040086571715
11501945,74,1,2,0,0.0,2,0,4.262679877041316
68432448,175,1,1,24,0.99,1,20,3.9318256327243257
24263304,214,1,3,4,0.19,1,69,4.382026634673881
6835700,158,1,2,28,4.35,1,82,4.394449154672439
2988712,38,0,90,4,0.19,7,250,4.852030263919617
89022528,112,0,3,58,2.49,1,26,4.709530201312334
1762828,159,0,3,4,0.19,1,326,5.123963979403259
3412684,64,0,2,9,0.37,1,0,4.983606621708336
18940748,13,0,2,81,3.39,1,123,5.1647859739235145
37980834,54,0,1,1,0.04,1,0,4.787491742782046
16884548,48,1,1,8,0.67,1,175,4.143134726391533
4351028,28,1,1,0,0.0,1,0,4.189654742026425
137129564,77,1,1,32,2.03,4,356,4.110873864173311
31553738,13,1,21,1,0.12,1,0,3.9318256327243257
2716583,91,0,3,70,2.9,1,178,4.941642422609304
56726605,30,0,3,7,0.31,3,363,5.303304908059076
8816087,61,0,2,0,0.0,2,0,4.875197323201151
3239771,51,1,6,5,0.23,2,301,3.784189633918261
57435629,108,0,2,1,0.04,1,0,4.394449154672439
7936109,202,0,2,5,0.2,1,0,5.198497031265826
17555570,51,1,1,90,3.72,12,63,4.007333185232471
124976906,201,1,3,17,0.74,1,0,4.330733340286331
8816087,61,0,2,0,0.0,2,0,5.176149732573829
137156356,13,1,7,0,0.0,1,0,3.912023005428146
57501710,201,0,4,7,0.29,1,0,5.303304908059076
15192,13,0,4,33,1.4,1,199,4.564348191467836
123736951,169,1,3,35,1.44,1,0,4.394449154672439
17555570,51,1,1,66,2.68,12,39,4.158883083359672
124399442,128,2,7,2,0.09,4,343,3.49650756146648
124399442,128,2,7,1,0.09,4,320,3.49650756146648
137208202,220,0,3,104,4.29,1,293,5.62040086571715
48542743,214,0,5,2,0.19,1,0,4.262679877041316
137264725,119,1,1,117,4.74,4,249,4.262679877041316
34682494,127,0,3,1,0.58,1,180,5.993961427306569
2642103,35,0,2,2,0.08,1,0,4.61512051684126
72539408,119,0,2,0,0.0,1,0,4.836281906951478
58052561,51,1,1,8,0.33,1,8,4.61512051684126
2856748,201,0,30,0,0.0,49,325,5.3981627015177525
137293453,51,1,7,1,0.04,1,0,3.610917912644224
137270801,150,1,1,0,0.0,1,0,4.61512051684126
45488164,202,0,2,4,0.16,1,142,5.170483995038151
137302318,117,0,1,185,7.64,2,73,4.543294782270004
137305439,168,1,2,29,1.19,2,178,5.017279836814924
4629066,74,0,1,0,0.0,1,0,4.454347296253507
5339759,92,0,30,10,0.44,1,365,6.214608098422191
136645733,61,1,1,0,0.0,1,0,4.110873864173311
102926533,209,0,3,11,0.45,1,0,5.170483995038151
21496186,127,1,3,18,0.73,2,0,4.867534450455582
19631496,214,0,5,75,3.49,2,278,5.420534999272286
308068,94,0,3,2,0.09,1,0,4.23410650459726
7348150,145,0,1,23,0.95,1,0,5.525452939131784
4176842,163,0,7,23,0.96,1,22,3.912023005428146
3894475,182,1,2,0,0.0,3,0,4.356708826689592
6405437,214,0,2,6,0.25,1,0,5.993961427306569
137384468,64,1,1,4,0.16,1,0,4.394449154672439
137382776,158,1,3,0,0.0,1,83,5.831882477283517
612563,28,0,2,134,5.55,1,302,4.912654885736052
17131554,115,0,1,128,5.28,1,239,5.3981627015177525
97796457,202,0,40,17,0.91,1,0,7.824445930877619
137264725,35,1,1,101,4.13,4,257,4.110873864173311
51356852,95,1,1,0,0.0,1,0,5.707110264748875
37078185,104,1,1,0,0.0,1,0,4.61512051684126
61042,61,1,5,16,0.68,6,15,3.9318256327243257
120762452,137,0,30,1,0.05,50,365,5.170483995038151
41680155,34,1,2,2,0.21,1,22,4.948759890378168
6313371,41,1,3,0,0.0,1,0,4.51085950651685
137129564,77,1,1,70,2.86,4,85,4.007333185232471
8306638,159,0,9,11,0.53,1,234,4.5217885770490405
2128192,91,1,5,0,0.0,1,0,4.605170185988092
50755667,182,0,2,83,3.51,3,201,5.303304908059076
137337835,64,1,1,129,5.39,1,28,4.262679877041316
137512725,94,1,2,36,1.49,1,116,4.356708826689592
73848909,201,0,3,2,0.15,1,0,4.61512051684126
14094953,214,1,4,0,0.0,1,0,4.219507705176107
61483702,13,1,5,2,0.08,2,0,4.262679877041316
960013,214,0,3,31,1.27,1,13,5.525452939131784
19703184,95,0,3,4,0.29,1,0,5.170483995038151
11787834,92,1,8,25,1.05,1,10,4.672828834461906
932021,41,1,1,2,0.08,1,0,3.912023005428146
44739726,214,0,2,9,0.38,1,0,5.303304908059076
6466505,51,0,3,5,0.21,1,0,4.61512051684126
4422523,209,0,30,6,0.58,6,141,5.017279836814924
75253309,34,0,4,0,0.0,1,0,4.948759890378168
16946950,25,0,3,0,0.0,1,0,4.836281906951478
14163206,13,1,2,6,0.25,1,0,3.828641396489095
105878573,63,1,1,14,0.59,5,0,4.07753744390572
16652171,202,1,2,65,2.69,1,54,4.553876891600541
45522333,4,1,2,4,0.17,1,0,4.330733340286331
5447617,13,0,30,2,0.09,3,248,4.564348191467836
20761853,201,1,1,62,2.58,2,258,4.382026634673881
137647792,112,0,2,0,0.0,1,0,4.983606621708336
9864136,28,1,1,0,0.0,26,365,3.9318256327243257
4471200,166,1,2,1,0.04,1,0,3.713572066704308
137672539,28,2,2,83,3.42,1,192,3.555348061489413
137673701,216,1,7,1,0.04,1,0,3.828641396489095
137685990,13,1,2,3,0.12,1,0,3.49650756146648
4422523,209,0,30,1,0.57,6,277,5.25227342804663
137522531,77,0,6,20,0.89,7,322,4.934473933130692
137690897,78,1,2,13,0.57,1,364,4.330733340286331
137700828,4,1,3,23,1.03,1,0,4.709530201312334
137308380,214,0,2,130,5.3,1,167,5.579729825986222
137702768,115,1,7,14,0.62,1,64,4.795790545596741
137522531,77,0,6,30,1.34,7,174,5.700443573390687
137522531,77,0,6,50,2.27,7,343,5.017279836814924
137522531,77,0,5,48,2.11,7,139,5.988961416889864
137720684,59,0,1,101,4.12,1,308,5.049856007249537
127181576,119,1,1,0,0.0,1,0,5.062595033026967
4422523,209,0,30,5,0.34,6,66,4.795790545596741
125653581,147,1,2,1,0.04,1,0,3.4011973816621555
2926954,201,0,2,7,0.3,1,0,5.081404364984463
137772585,104,0,2,21,1.07,1,288,5.017279836814924
137817563,13,0,3,68,2.81,4,128,4.61512051684126
11758216,64,0,4,5,0.27,1,8,5.017279836814924
137821526,61,1,1,0,0.0,2,0,5.081404364984463
85507826,214,1,21,0,0.0,1,0,3.828641396489095
813647,57,1,4,13,0.54,1,5,4.454347296253507
25959120,61,1,2,2,0.08,1,0,4.454347296253507
136224596,13,0,3,0,0.0,1,0,4.61512051684126
137829485,94,1,7,1,0.06,1,17,3.828641396489095
71811779,209,0,1,0,0.0,1,0,5.525452939131784
137821526,61,1,1,3,0.13,2,0,5.111987788356544
17555570,51,1,1,64,3.13,12,63,4.174387269895637
137838298,105,1,1,22,0.99,2,177,4.110873864173311
18632318,202,1,5,2,0.08,1,0,4.624972813284271
48035228,198,1,7,3,0.12,1,0,3.9318256327243257
2520288,51,1,5,0,0.0,1,0,4.02535169073515
973036,214,1,2,45,3.61,1,251,4.61512051684126
3687198,91,0,2,0,0.0,1,0,5.303304908059076
17555570,51,1,1,88,3.59,12,61,3.9889840465642745
137884235,13,1,3,4,0.16,1,0,3.80666248977032
11830463,201,1,2,4,0.17,1,0,4.51085950651685
137893214,34,1,2,0,0.0,1,0,4.663439094112067
2597159,214,0,2,74,3.08,2,31,5.375278407684165
14487073,28,0,2,68,2.85,2,263,5.017279836814924
41381874,201,0,2,3,0.12,1,0,5.017279836814924
26921025,189,0,1,0,0.0,1,0,4.605170185988092
7737249,35,0,30,76,3.27,2,294,5.786897381366708
18776880,34,0,2,4,0.16,1,0,5.049856007249537
137649778,63,0,2,74,3.13,1,78,4.61512051684126
63480384,159,0,2,4,0.36,2,86,4.7535901911063645
44735076,51,2,1,44,1.8,1,90,4.0943445622221
39550178,80,0,1,0,0.0,1,0,5.62040086571715
46859784,214,0,3,3,0.14,1,12,4.709530201312334
105620723,117,0,10,4,0.17,1,0,5.017279836814924
41940272,94,1,2,44,1.91,3,77,4.330733340286331
3715206,34,1,2,12,0.5,1,0,4.61512051684126
101262003,202,1,1,8,0.35,2,90,5.170483995038151
39277795,190,1,1,50,2.07,1,43,4.51085950651685
16260034,51,0,7,0,0.0,1,0,5.525452939131784
138033394,105,0,2,85,3.52,1,132,5.017279836814924
52573016,201,0,3,2,0.09,1,0,5.003946305945459
138052895,28,0,2,107,4.37,1,46,4.61512051684126
115979599,77,0,1,85,3.52,1,151,5.241747015059643
138052282,91,1,4,4,0.34,1,3,3.784189633918261
34689714,95,1,1,82,3.38,5,0,4.709530201312334
22347382,95,0,20,0,0.0,1,0,5.303304908059076
15602635,201,0,4,10,0.43,1,0,5.303304908059076
59432400,94,1,4,31,1.31,2,188,4.795790545596741
19079151,13,1,7,0,0.0,1,0,3.951243718581428
13785996,214,1,3,1,0.06,1,0,3.7612001156935615
41945908,91,1,3,4,0.16,1,0,4.110873864173311
6920054,34,2,1,0,0.0,1,0,5.525452939131784
137999892,46,1,2,36,1.6,7,286,3.713572066704308
52432205,189,0,2,4,0.17,1,0,4.948759890378168
138186485,202,0,1,28,1.22,1,0,4.762173934797756
138197456,206,0,3,0,0.0,1,0,5.375278407684165
138210979,151,0,1,3,0.12,1,0,5.204006687076795
129627362,206,1,2,9,0.37,1,8,4.262679877041316
20120009,28,0,2,80,3.58,6,241,5.135798437050262
138235784,79,0,2,60,2.49,2,319,4.663439094112067
102072773,112,1,1,8,0.33,1,0,4.02535169073515
12244687,95,0,6,25,1.16,1,266,5.099866427824199
20440843,117,1,1,5,0.23,1,0,4.330733340286331
114621718,85,0,1,67,2.98,2,350,5.420534999272286
2074014,95,1,7,1,0.06,1,99,4.709530201312334
61308650,52,1,1,51,2.1,1,16,3.4011973816621555
15049077,51,1,30,15,0.67,2,163,4.02535169073515
138331581,37,0,1,45,1.85,1,0,4.634728988229636
81531783,34,0,26,39,1.71,1,29,4.875197323201151
1394711,190,0,2,55,2.37,1,281,5.860786223465865
17555570,51,1,1,65,2.75,12,30,3.9889840465642745
7449972,94,1,14,6,0.25,1,0,4.248495242049359
138359867,201,0,5,109,4.5,1,202,4.875197323201151
138359603,47,0,2,2,0.08,1,0,4.948759890378168
16872537,51,0,6,0,0.0,1,0,4.442651256490317
125090618,214,0,10,0,0.0,1,0,4.983606621708336
41578662,134,0,5,13,0.58,2,14,4.61512051684126
1609077,79,1,2,3,0.13,3,364,4.836281906951478
68762417,61,1,1,1,1.0,4,87,4.836281906951478
30884023,3,0,1,53,2.2,1,0,4.110873864173311
6484652,182,1,2,25,1.04,2,0,4.48863636973214
15617507,132,1,1,57,2.38,3,39,3.688879454113936
3168812,51,0,3,83,3.62,1,17,3.8918202981106265
76359133,83,1,1,34,1.42,3,335,4.110873864173311
134105301,61,0,1,1,0.04,1,0,4.330733340286331
136049464,13,1,2,11,0.47,1,5,4.02535169073515
17555570,51,1,1,83,3.4,12,55,3.951243718581428
17555570,51,1,1,65,2.75,12,57,4.007333185232471
17555570,51,1,1,74,3.04,12,68,3.970291913552122
134107066,201,0,3,8,0.33,1,0,4.770684624465665
17555570,51,1,1,69,2.83,12,65,4.143134726391533
17555570,51,1,1,49,2.02,12,51,4.158883083359672
45673606,214,1,1,9,0.38,1,0,4.795790545596741
101657794,22,1,1,14,0.58,6,0,3.828641396489095
70506872,28,1,1,3,0.13,2,0,3.970291913552122
59111337,206,1,2,3,0.13,1,0,3.7612001156935615
2983089,31,0,30,57,2.74,1,84,5.170483995038151
138526119,168,0,2,11,0.46,1,117,4.962844630259907
15721549,201,1,4,3,0.34,1,0,4.394449154672439
130343656,214,1,3,8,0.33,1,35,3.7612001156935615
105828086,74,1,2,24,1.07,4,0,4.51085950651685
138546022,51,1,1,1,0.04,2,0,3.9318256327243257
70506872,28,1,4,4,0.18,2,0,3.970291913552122
4252459,75,0,2,0,0.0,1,205,5.860786223465865
96856335,160,0,2,49,2.08,1,347,4.836281906951478
116482644,95,1,1,88,3.76,2,0,4.663439094112067
137666089,13,0,2,90,3.73,1,202,4.61512051684126
20759527,13,1,55,4,0.17,1,0,3.4657359027997265
88351271,28,1,3,14,0.58,1,0,3.828641396489095
63336737,214,1,4,3,0.12,1,0,3.9318256327243257
124171,13,1,1,1,0.08,1,0,4.110873864173311
117295184,127,1,1,46,1.93,1,6,4.394449154672439
1999224,35,0,2,1,0.04,1,0,5.198497031265826
122498535,60,1,30,0,0.0,3,326,3.713572066704308
25064843,178,0,2,0,0.0,1,0,6.311734809152915
105375380,218,2,2,2,0.11,2,0,4.262679877041316
15820210,214,1,2,36,1.96,2,52,4.110873864173311
3148366,13,1,3,0,0.0,1,0,4.02535169073515
55209173,13,1,1,3,0.12,1,0,3.713572066704308
31582668,13,0,3,55,2.48,1,74,4.605170185988092
138708257,119,1,2,52,2.19,1,28,4.836281906951478
128338539,187,1,1,11,0.65,4,78,3.555348061489413
106955062,94,0,3,16,0.66,1,0,4.61512051684126
138713312,94,1,2,93,3.92,1,129,4.7535901911063645
120762452,137,0,30,5,0.22,50,323,5.14166355650266
138721769,64,0,2,110,4.9,1,0,5.303304908059076
120762452,137,0,30,2,0.09,50,353,5.170483995038151
21408874,13,0,30,9,0.37,1,0,4.61512051684126
12662045,13,1,3,2,0.09,1,0,3.9318256327243257
138741275,64,0,3,78,3.26,1,232,5.3981627015177525
138741690,13,1,1,12,0.52,1,39,3.9318256327243257
373060,19,0,2,2,0.09,1,0,5.62040086571715
2224802,214,0,3,22,0.9,1,0,5.303304908059076
